hole_diameter(um),pitch(um),fiber_diameter(um),elips_semi_major_a,elips_semi_minor_b,pml(um),wevelength(um),real_effective_mode_index_x,real_effective_mode_index_y,birefringence,conf_x,conf_y,effective_area_x,effective_area_y,,,,,,,,,Confinement loss visualisation,,,,,,
0.69,1,12.5,0.2,0.1,2.5,0.6,1.4212,1.4235,0.0023,1.86E-05,1.72E-05,0,0,,,,,,,,,,,,,,,
0.69,1,12.5,0.2,0.1,2.5,0.7,1.4086,1.4118,0.0032,1.45E-04,8.85E-05,0,0,,,,,,,,,,,,,,,
0.69,1,12.5,0.2,0.1,2.5,0.8,1.3962,1.4001,0.0039,0.0016194,0.0026914,0,0,,,,,,,,,,,,,,,
0.69,1,12.5,0.2,0.1,2.5,0.9,1.384,1.3884,0.0044,0.043835,0.63191,0,0,,,,,,,,,,,,,,,
0.69,1,12.5,0.2,0.1,2.5,1,1.372,1.3769,0.0049,19.359,0.36474,0,0,,,,,,,,,,,,,,,
0.69,1,12.5,0.2,0.1,2.5,1.1,1.3604,1.3656,0.0052,2.4774,0.37741,0,0,,,,,,,,,,,,,,,
0.69,1,12.5,0.2,0.1,2.5,1.2,1.3493,1.3546,0.0053,2.2987,0.69572,0,0,,,,,,,,,,,,,,,
0.69,1,12.5,0.2,0.1,2.5,1.3,1.3387,1.3439,0.0052,3.5024,2.7539,0,0,,,,,,,,,,,,,,,
0.69,1,12.5,0.2,0.1,2.5,1.4,1.3287,1.3337,0.005,6.0943,2.8396,0,0,,,,,,,,,,,,,,,
0.69,1,12.5,0.2,0.1,2.5,1.5,1.3193,1.3241,0.0048,9.5576,5.2451,0,0,,,,,,,,,,,,,,,
0.69,1,12.5,0.2,0.1,2.5,1.6,1.3107,1.3152,0.0045,14.635,9.0102,0,0,,,,,,,,,,,,,,,
0.69,1,12.5,0.2,0.1,2.5,1.7,1.3028,1.3069,0.0041,21.611,15.375,0,0,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,0.6,1.4278,1.4292,0.0014,7.54E-03,1.43E-03,1.24E-12,1.36E-12,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,0.7,1.4164,1.4183,0.0019,0.013995,0.023778,1.48E-12,1.35E-12,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,0.8,1.405,1.4075,0.0025,0.56635,3.2509,1.60E-12,1.49E-12,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,0.9,1.3939,1.397,0.0031,2.7998,0.2829,1.72E-12,1.64E-12,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1,1.3832,1.3867,0.0035,1.2522,0.3439,1.84E-12,1.80E-12,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1.1,1.3731,1.3769,0.0038,1.6365,0.63098,1.98E-12,1.98E-12,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1.2,1.3636,1.3675,0.0039,3.0435,6.3312,2.14E-12,2.18E-12,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1.3,1.3547,1.3587,0.004,14.174,2.8081,2.31E-12,2.42E-12,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1.4,1.3465,1.3505,0.004,7.4904,3.9648,2.53E-12,2.70E-12,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1.5,1.339,1.3428,0.0038,10.472,6.4184,2.83E-12,3.06E-12,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1.6,1.3321,1.3357,0.0036,15.81,12.204,3.24E-12,3.55E-12,,,,,,,,,,,,,,,
0.7,1.1,13,0.2,0.1,2.5,0.6,1.4175,1.4189,0.0014,0.0096925,4.75E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.2,0.1,2.5,0.7,1.4246,1.4267,0.0021,0.002501,6.12E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.2,0.1,2.5,0.8,1.4147,1.4173,0.0026,0.0044668,1.53E-03,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.2,0.1,2.5,0.9,1.4048,1.408,0.0032,0.011749,0.0056756,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.2,0.1,2.5,1,1.3951,1.3986,0.0035,4.58E-02,4.29E-01,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.2,0.1,2.5,1.1,1.3856,1.3894,0.0038,3.82E-01,6.02E-02,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.2,0.1,2.5,1.2,1.3763,1.3802,0.0039,2.83E-01,1.34E-01,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.2,0.1,2.5,1.3,1.3674,1.3714,0.004,5.81E-01,3.30E-01,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.2,0.1,2.5,1.4,1.3588,1.3628,0.004,1.2641,0.89459,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.2,0.1,2.5,1.5,1.3507,1.3565,0.0058,3.3098,4.3212,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.25,13.5,0.2,0.1,2.5,0.6,1.4473,1.4481,0.0008,0.0025077,0.0031808,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.25,13.5,0.2,0.1,2.5,0.7,1.4404,1.4415,0.0011,0.025542,4.1647,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.25,13.5,0.2,0.1,2.5,0.8,1.4333,1.4348,0.0015,0.65871,0.03315,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.25,13.5,0.2,0.1,2.5,0.9,1.4261,1.428,0.0019,0.1215,0.042249,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.25,13.5,0.2,0.1,2.5,1,1.419,1.4211,0.0021,0.16785,0.089028,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.25,13.5,0.2,0.1,2.5,1.1,1.4119,1.4143,0.0024,0.33449,0.21785,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.25,13.5,0.2,0.1,2.5,1.2,1.405,1.4075,0.0025,0.73842,0.55228,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.25,13.5,0.2,0.1,2.5,1.3,1.3982,1.4008,0.0026,1.6488,1.3776,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.25,13.5,0.2,0.1,2.5,1.4,1.3916,1.3943,0.0027,3.5802,3.2917,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.25,13.5,0.2,0.1,2.5,1.5,1.3853,1.3879,0.0026,7.4058,7.4069,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.25,13.5,0.2,0.1,2.5,1.6,1.3793,1.3818,0.0025,14.443,15.526,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.25,13.5,0.2,0.1,2.5,1.7,1.3734,1.3758,0.0024,26.342,29.977,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,0.6,1.4278,1.4292,0.0014,0.0075369,0.00143,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,0.7,1.4164,1.4183,0.0019,0.014044,0.023743,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,0.8,1.4164,1.4183,0.0019,0.213024,0.1226,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,0.9,1.3939,1.397,0.0031,2.7998,0.2829,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1,1.3832,1.3867,0.0035,1.2517,0.34432,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1.1,1.3731,1.3769,0.0038,1.639,0.63198,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1.2,1.3636,1.3675,0.0039,3.0476,6.3572,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1.3,1.3547,1.3587,0.004,14.175,2.8096,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1.4,1.3465,1.3505,0.004,7.4939,3.9666,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1.5,1.339,1.3428,0.0038,10.471,6.4179,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,13,0.25,0.15,2.5,1.6,1.3321,1.3357,0.0036,15.809,12.203,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,12.5,0.25,0.15,2.5,0.6,1.4278,1.4292,0.0014,0.0016377,0.0035539,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,12.5,0.25,0.15,2.5,0.7,1.4164,1.4183,0.0019,0.43885,0.026196,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,12.5,0.25,0.15,2.5,0.8,1.405,1.4075,0.0025,0.064101,0.014831,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,12.5,0.25,0.15,2.5,0.9,1.3939,1.397,0.0031,0.077301,0.039212,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,12.5,0.25,0.15,2.5,1,1.3832,1.3867,0.0035,0.25325,0.40463,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,12.5,0.25,0.15,2.5,1.1,1.3731,1.3769,0.0038,4.8818,9.762,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,12.5,0.25,0.15,2.5,1.2,1.3636,1.3675,0.0039,12.688,2.1575,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,12.5,0.25,0.15,2.5,1.3,1.3547,1.3587,0.004,6.2727,2.8839,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,12.5,0.25,0.15,2.5,1.4,1.3464,1.3504,0.004,8.0918,4.9872,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,12.5,0.25,0.15,2.5,1.5,1.3388,1.3426,0.0038,12.346,8.8974,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.7,1.1,12.5,0.25,0.15,2.5,1.6,1.3317,1.3354,0.0037,19.132,15.385,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.25,0.15,2.5,0.6,1.4284,1.4284,0,0.0231271,0.0031167,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.25,0.15,2.5,0.7,1.4153,1.4173,0.002,0.0069212,0.010481,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.25,0.15,2.5,0.8,1.4063,1.4063,0,19.1793,12.793,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.25,0.15,2.5,0.9,1.3924,1.3956,0.0032,2.8859,0.21051,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.25,0.15,2.5,1,1.3815,1.3851,0.0036,0.97639,0.2491,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.25,0.15,2.5,1.1,1.3712,1.3751,0.0039,1.2456,0.46126,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.25,0.15,2.5,1.2,1.3614,1.3655,0.0041,2.2508,2.1206,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.25,0.15,2.5,1.3,1.3523,1.3565,0.0042,54.755,2.5194,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.25,0.15,2.5,1.4,1.3439,1.348,0.0041,6.4848,3.3039,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.25,0.15,2.5,1.5,1.3361,1.3401,0.004,9.0404,5.4041,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.25,0.15,2.5,1.6,1.329,1.3328,0.0038,13.573,9.8629,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.2,0.1,2.5,0.6,1.4337,1.4353,0.0016,0.00019554,0.00029554,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.2,0.1,2.5,0.7,1.4237,1.4259,0.0022,0.0016173,0.00036756,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.2,0.1,2.5,0.8,1.4137,1.4164,0.0027,0.0028781,0.00095682,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.2,0.1,2.5,0.9,1.4037,1.4069,0.0032,0.0077399,0.0034926,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.2,0.1,2.5,1,1.3937,1.3973,0.0036,0.028634,75.56,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.2,0.1,2.5,1.1,1.384,1.3879,0.0039,0.66072,0.046878,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.2,0.1,2.5,1.2,1.3746,1.3786,0.004,0.22433,0.1021,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.2,0.1,2.5,1.3,1.3654,1.3695,0.0041,0.45908,0.25546,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.2,0.1,2.5,1.4,1.3566,1.3607,0.0041,1.009,0.68356,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.2,0.1,2.5,1.5,1.3483,1.3523,0.004,2.5198,2.8135,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.1,13,0.2,0.1,2.5,1.6,1.3405,1.3442,0.0037,14.06,78.587,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1,12.5,0.2,0.1,2.5,0.6,1.4191,1.4216,0.0025,3.13E-05,1.11E-06,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1,12.5,0.2,0.1,2.5,0.7,1.4061,1.4095,0.0034,0.010261,2.14E-05,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1,12.5,0.2,0.1,2.5,0.8,1.3932,1.3974,0.0042,4.41E-04,6.41E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1,12.5,0.2,0.1,2.5,0.9,1.3806,1.3853,0.0047,0.011544,0.061972,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1,12.5,0.2,0.1,2.5,1,1.3682,1.3734,0.0052,1.0797,0.32565,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1,12.5,0.2,0.1,2.5,1.1,1.3561,1.3616,0.0055,2.4062,0.24643,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1,12.5,0.2,0.1,2.5,1.2,1.3444,1.35,0.0056,1.6638,0.4496,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1,12.5,0.2,0.1,2.5,1.3,1.3333,1.3388,0.0055,2.4811,0.95287,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1,12.5,0.2,0.1,2.5,1.4,1.3227,1.3281,0.0054,34.575,2.0009,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1,12.5,0.2,0.1,2.5,1.5,1.3128,1.3179,0.0051,7.2922,3.8742,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1,12.5,0.2,0.1,2.5,1.6,1.3036,1.3084,0.0048,11.66,6.9595,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1,12.5,0.2,0.1,2.5,1.7,1.2951,1.2995,0.0044,17.645,11.851,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.25,13.5,0.2,0.1,2.5,0.6,1.4469,1.4477,0.0008,0.0015575,0.0018811,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.25,13.5,0.2,0.1,2.5,0.7,1.4398,1.4411,0.0013,0.014777,134.07,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.25,13.5,0.2,0.1,2.5,0.8,1.4326,1.4342,0.0016,0.67104,0.023602,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.25,13.5,0.2,0.1,2.5,0.9,1.4254,1.4273,0.0019,0.089719,0.029947,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.25,13.5,0.2,0.1,2.5,1,1.4181,1.4203,0.0022,0.12347,0.064499,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.25,13.5,0.2,0.1,2.5,1.1,1.4109,1.4133,0.0024,0.25103,0.1622,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.25,13.5,0.2,0.1,2.5,1.2,1.4038,1.4064,0.0026,0.56849,0.42303,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.25,13.5,0.2,0.1,2.5,1.3,1.3969,1.3996,0.0027,1.305,1.0861,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.25,13.5,0.2,0.1,2.5,1.4,1.3902,1.3929,0.0027,2.9127,2.6686,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.25,13.5,0.2,0.1,2.5,1.5,1.3837,1.3864,0.0027,6.1914,6.1742,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.25,13.5,0.2,0.1,2.5,1.6,1.3775,1.3801,0.0026,12.391,13.294,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.71,1.25,13.5,0.2,0.1,2.5,1.7,1.3715,1.374,0.0025,23.177,26.371,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1,12.5,0.2,0.1,2.5,0.6,1.418,1.4207,0.0027,0.0042375,4.81E-07,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1,12.5,0.2,0.1,2.5,0.7,1.4048,1.4083,0.0035,4.67E-05,1.14E-05,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1,12.5,0.2,0.1,2.5,0.8,1.3917,1.396,0.0043,2.32E-04,3.16E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1,12.5,0.2,0.1,2.5,0.9,1.3788,1.3837,0.0049,0.0060129,0.02468,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1,12.5,0.2,0.1,2.5,1,1.3662,1.3715,0.0053,0.40972,0.34584,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1,12.5,0.2,0.1,2.5,1.1,1.3539,1.3595,0.0056,2.6667,0.20211,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1,12.5,0.2,0.1,2.5,1.2,1.342,1.3477,0.0057,1.4376,0.36321,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1,12.5,0.2,0.1,2.5,1.3,1.3305,1.3363,0.0058,2.0995,0.77808,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1,12.5,0.2,0.1,2.5,1.4,1.3197,1.3252,0.0055,3.7587,1.6859,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1,12.5,0.2,0.1,2.5,1.5,1.3095,1.3148,0.0053,6.3694,3.3279,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1,12.5,0.2,0.1,2.5,1.6,1.3,1.3049,0.0049,10.391,6.1154,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1,12.5,0.2,0.1,2.5,1.7,1.2913,1.2958,0.0045,15.987,10.522,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,13,0.2,0.1,2.5,0.6,1.4229,1.4251,0.0022,0.0005455,0.00012106,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,13,0.2,0.1,2.5,0.7,1.4229,1.4251,0.0022,0.0010455,0.00022106,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,13,0.2,0.1,2.5,0.8,1.4126,1.4154,0.0028,0.0018445,0.00059578,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,13,0.2,0.1,2.5,0.9,1.4025,1.4057,0.0032,0.0051367,0.0022068,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,13,0.2,0.1,2.5,1,1.3924,1.3961,0.0037,0.018484,0.16117,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,13,0.2,0.1,2.5,1.1,1.3825,1.3864,0.0039,3.9105,0.037117,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,13,0.2,0.1,2.5,1.2,1.3728,1.377,0.0042,0.18009,0.07785,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,13,0.2,0.1,2.5,1.3,1.3634,1.3677,0.0043,0.36221,0.1978,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,13,0.2,0.1,2.5,1.4,1.3545,1.3586,0.0041,0.80652,0.52726,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,13,0.2,0.1,2.5,1.5,1.3459,1.35,0.0041,1.9585,1.9342,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,13,0.2,0.1,2.5,1.6,1.3378,1.3417,0.0039,8.6092,28.678,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.25,13.5,0.2,0.1,2.5,0.6,1.4465,1.4473,0.0008,9.63E-04,0.0011101,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.25,13.5,0.2,0.1,2.5,0.7,1.4393,1.4406,0.0013,0.0086142,3.5549,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.25,13.5,0.2,0.1,2.5,0.8,1.432,1.4336,0.0016,0.7291,0.016645,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.25,13.5,0.2,0.1,2.5,0.9,1.4246,1.4266,0.002,0.065735,0.021072,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.25,13.5,0.2,0.1,2.5,1,1.4172,1.4195,0.0023,0.090209,0.046439,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.25,13.5,0.2,0.1,2.5,1.1,1.4099,1.4124,0.0025,0.18719,0.12009,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.25,13.5,0.2,0.1,2.5,1.2,1.4027,1.4054,0.0027,0.43532,0.32245,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.25,13.5,0.2,0.1,2.5,1.3,1.3956,1.3984,0.0028,1.0274,0.85194,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.25,13.5,0.2,0.1,2.5,1.4,1.3888,1.3916,0.0028,2.3574,2.1532,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.25,13.5,0.2,0.1,2.5,1.5,1.3821,1.3849,0.0028,5.1466,5.1184,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.25,13.5,0.2,0.1,2.5,1.6,1.3758,1.3785,0.0027,10.573,11.323,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,12.5,0.25,0.15,2.5,0.6,1.426,1.4276,0.0016,0.00035098,0.00059618,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,12.5,0.25,0.15,2.5,0.7,1.4142,1.4163,0.0021,0.027078,0.019963,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,12.5,0.25,0.15,2.5,0.8,1.4024,1.4051,0.0027,0.036634,0.0064345,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,12.5,0.25,0.15,2.5,0.9,1.3942,1.3881,0.0061,0.126508,0.016408,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,12.5,0.25,0.15,2.5,1,1.3798,1.3835,0.0037,0.11207,0.14856,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,12.5,0.25,0.15,2.5,1.1,1.3692,1.3733,0.0041,1.5221,12.803,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,12.5,0.25,0.15,2.5,1.2,1.3592,1.3635,0.0043,12.684,1.3654,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,12.5,0.25,0.15,2.5,1.3,1.3499,1.3542,0.0043,4.4011,1.8331,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,12.5,0.25,0.15,2.5,1.4,1.3412,1.3455,0.0043,5.6816,3.3342,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,12.5,0.25,0.15,2.5,1.5,1.3331,1.3373,0.0042,9.0338,6.3002,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.72,1.1,12.5,0.25,0.15,2.5,1.6,1.3256,1.3296,0.004,14.676,11.515,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,12.5,0.25,0.15,2.5,0.6,1.4251,1.4267,0.0016,0.00016287,0.0002494,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,12.5,0.25,0.15,2.5,0.7,1.4131,1.4153,0.0022,0.0093892,0.020494,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,12.5,0.25,0.15,2.5,0.8,1.4011,1.4039,0.0028,0.02841,0.0042089,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,12.5,0.25,0.15,2.5,0.9,1.3995,1.3927,0.0068,0.0020163,0.010563,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,12.5,0.25,0.15,2.5,1,1.378,1.3819,0.0039,0.074729,0.091676,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,12.5,0.25,0.15,2.5,1.1,1.3673,1.3715,0.0042,0.9032,16.909,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,12.5,0.25,0.15,2.5,1.2,1.3571,1.3615,0.0044,13.153,1.0737,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,12.5,0.25,0.15,2.5,1.3,1.3475,1.352,0.0045,3.6518,1.4472,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,12.5,0.25,0.15,2.5,1.4,1.3385,1.343,0.0045,4.7158,2.7026,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,12.5,0.25,0.15,2.5,1.5,1.3302,1.3346,0.0044,7.662,5.2598,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,12.5,0.25,0.15,2.5,1.6,1.3225,1.3267,0.0042,12.76,9.8933,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1,12.5,0.2,0.1,2.5,0.6,1.417,1.4197,0.0027,1.31E-05,4.78E-07,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1,12.5,0.2,0.1,2.5,0.7,1.4035,1.4071,0.0036,1.07E-05,9.84E-06,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1,12.5,0.2,0.1,2.5,0.8,1.3902,1.3946,0.0044,1.24E-04,1.57E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1,12.5,0.2,0.1,2.5,0.9,1.377,1.3821,0.0051,0.003163,0.010616,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
