hole_diameter(um),pitch(um),fiber_diameter(um),elips_semi_major_a,elips_semi_minor_b,pml(um),wevelength(um),real_effective_mode_index_x,real_effective_mode_index_y,birefringence,conf_x,conf_y,effective_area_x,effective_area_y,,,,,,,,,Confinement loss visualisation,,,,,,
0.73,1,12.5,0.2,0.1,2.5,1,1.3642,1.3697,0.0055,0.17664,0.42991,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1,12.5,0.2,0.1,2.5,1.1,1.3516,1.3574,0.0058,3.3336,0.16844,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1,12.5,0.2,0.1,2.5,1.2,1.3395,1.3454,0.0059,1.2185,0.30515,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1,12.5,0.2,0.1,2.5,1.3,1.3278,1.3337,0.0059,1.7866,0.63932,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1,12.5,0.2,0.1,2.5,1.4,1.3166,1.3224,0.0058,3.1261,1.439,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1,12.5,0.2,0.1,2.5,1.5,1.3061,1.3116,0.0055,5.5717,2.86,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1,12.5,0.2,0.1,2.5,1.6,1.2964,1.3015,0.0051,9.2572,5.375,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1,12.5,0.2,0.1,2.5,1.7,1.2874,1.2921,0.0047,1.2874,9.3788,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,13,0.2,0.1,2.5,0.6,1.4305,1.4318,0.0013,0.00071967,0.00010649,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,13,0.2,0.1,2.5,0.7,1.422,1.4243,0.0023,0.00067693,0.00013103,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,13,0.2,0.1,2.5,0.8,1.4116,1.4145,0.0029,0.0011796,0.00036833,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,13,0.2,0.1,2.5,0.9,1.4012,1.4046,0.0034,0.003017,0.0016026,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,13,0.2,0.1,2.5,1,1.391,1.3948,0.0038,0.012153,0.03171,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,13,0.2,0.1,2.5,1.1,1.3809,1.385,0.0041,2.7255,0.030138,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,13,0.2,0.1,2.5,1.2,1.371,1.3753,0.0043,0.14691,0.059351,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,13,0.2,0.1,2.5,1.3,1.3615,1.3658,0.0043,0.2862,0.15329,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,13,0.2,0.1,2.5,1.4,1.3522,1.3566,0.0044,0.64577,0.40982,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,13,0.2,0.1,2.5,1.5,1.3435,1.3477,0.0042,1.5442,1.384,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.1,13,0.2,0.1,2.5,1.6,1.3352,1.3392,0.004,5.721,13.486,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.25,13.5,0.2,0.1,2.5,0.6,1.446,1.4469,0.0009,5.92E-04,6.50E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.25,13.5,0.2,0.1,2.5,0.7,1.4388,1.4401,0.0013,0.005053,0.52255,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.25,13.5,0.2,0.1,2.5,0.8,1.4314,1.433,0.0016,0.88327,0.011628,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.25,13.5,0.2,0.1,2.5,0.9,1.4239,1.4259,0.002,0.047771,0.014718,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.25,13.5,0.2,0.1,2.5,1,1.4164,1.4187,0.0023,0.065458,0.03323,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.25,13.5,0.2,0.1,2.5,1.1,1.4089,1.4115,0.0026,0.13877,0.088419,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.25,13.5,0.2,0.1,2.5,1.2,1.4015,1.4043,0.0028,0.33143,0.24455,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.25,13.5,0.2,0.1,2.5,1.3,1.3943,1.3972,0.0029,0.80459,0.66524,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.25,13.5,0.2,0.1,2.5,1.4,1.3873,1.3902,0.0029,1.8985,1.7296,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.25,13.5,0.2,0.1,2.5,1.5,1.3805,1.3834,0.0029,4.2601,4.2275,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.25,13.5,0.2,0.1,2.5,1.6,1.374,1.3768,0.0028,8.9841,9.6078,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.73,1.25,13.5,0.2,0.1,2.5,1.7,1.3677,1.3704,0.0027,17.677,20.111,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,12.5,0.25,0.15,2.5,0.6,1.4242,1.4259,0.0017,0.000074963,0.00010694,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,12.5,0.25,0.15,2.5,0.7,1.4119,1.4142,0.0023,0.0035552,0.026842,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,12.5,0.25,0.15,2.5,0.8,1.3997,1.4026,0.0029,0.022647,0.0027405,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,12.5,0.25,0.15,2.5,0.9,1.3913,1.3913,0,0.026172,0.006772,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,12.5,0.25,0.15,2.5,1,1.3763,1.3803,0.004,0.049835,0.057045,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,12.5,0.25,0.15,2.5,1.1,1.3653,1.3697,0.0044,0.55015,26.848,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,12.5,0.25,0.15,2.5,1.2,1.3549,1.3595,0.0046,14.108,0.83796,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,12.5,0.25,0.15,2.5,1.3,1.345,1.3497,0.0047,3.0114,1.1359,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,12.5,0.25,0.15,2.5,1.4,1.3359,1.3405,0.0046,3.8921,2.1795,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,12.5,0.25,0.15,2.5,1.5,1.3273,1.3319,0.0046,6.4655,4.3713,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,12.5,0.25,0.15,2.5,1.6,1.3194,1.3238,0.0044,11.042,8.4623,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1,12.5,0.2,0.1,2.5,0.6,1.4158,1.4186,0.0028,7.37E-07,1.30E-07,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1,12.5,0.2,0.1,2.5,0.7,1.4022,1.4059,0.0037,3.90E-06,6.70E-06,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1,12.5,0.2,0.1,2.5,0.8,1.3886,1.3931,0.0045,6.81E-05,7.85E-05,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1,12.5,0.2,0.1,2.5,0.9,1.3752,1.3804,0.0052,0.0017012,0.0048271,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1,12.5,0.2,0.1,2.5,1,1.3621,1.3678,0.0057,0.081027,0.70468,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1,12.5,0.2,0.1,2.5,1.1,1.3494,1.3553,0.0059,5.4499,0.14237,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1,12.5,0.2,0.1,2.5,1.2,1.3369,1.343,0.0061,1.1264,0.24143,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1,12.5,0.2,0.1,2.5,1.3,1.325,1.331,0.006,1.5296,0.52738,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1,12.5,0.2,0.1,2.5,1.4,1.3135,1.3195,0.006,2.6763,1.4706,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1,12.5,0.2,0.1,2.5,1.5,1.3028,1.3084,0.0056,4.893,2.4601,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1,12.5,0.2,0.1,2.5,1.6,1.2927,1.298,0.0053,8.2478,4.726,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1,12.5,0.2,0.1,2.5,1.7,1.2834,1.2883,0.0049,13.151,8.3814,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,13,0.2,0.1,2.5,0.6,1.4316,1.4333,0.0017,0.0025371,0.000074495,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,13,0.2,0.1,2.5,0.7,1.4211,1.4234,0.0023,0.00044277,0.000077425,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,13,0.2,0.1,2.5,0.8,1.4105,1.4135,0.003,0.00075152,0.00022635,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,13,0.2,0.1,2.5,0.9,1.4,1.4035,0.0035,0.0059369,0.0030502,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,13,0.2,0.1,2.5,1,1.3896,1.3935,0.0039,0.0080766,0.011132,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,13,0.2,0.1,2.5,1.1,1.3793,1.3835,0.0042,0.23577,0.02543,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,13,0.2,0.1,2.5,1.2,1.3692,1.3736,0.0044,0.12309,0.045374,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,13,0.2,0.1,2.5,1.3,1.3595,1.3639,0.0044,0.22646,0.11883,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,13,0.2,0.1,2.5,1.4,1.35,1.3545,0.0045,0.51727,0.32005,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,13,0.2,0.1,2.5,1.5,1.341,1.3454,0.0044,1.2301,1.0204,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.1,13,0.2,0.1,2.5,1.6,1.3325,1.3366,0.0041,4.0311,7.3648,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.25,13.5,0.2,0.1,2.5,0.6,1.4456,1.4465,0.0009,3.62E-04,3.84E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.25,13.5,0.2,0.1,2.5,0.7,1.4383,1.4396,0.0013,0.0029689,0.1507,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.25,13.5,0.2,0.1,2.5,0.8,1.4307,1.4324,0.0017,1.2934,0.0080415,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.25,13.5,0.2,0.1,2.5,0.9,1.4231,1.4252,0.0021,0.034421,0.010193,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.25,13.5,0.2,0.1,2.5,1,1.4155,1.4179,0.0024,0.0472,0.023562,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.25,13.5,0.2,0.1,2.5,1.1,1.4079,1.4105,0.0026,0.10228,0.064763,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.25,13.5,0.2,0.1,2.5,1.2,1.4004,1.4032,0.0028,0.25104,0.18458,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.25,13.5,0.2,0.1,2.5,1.3,1.393,1.396,0.003,0.62699,0.51712,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.25,13.5,0.2,0.1,2.5,1.4,1.3859,1.3888,0.0029,1.5216,1.3835,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.25,13.5,0.2,0.1,2.5,1.5,1.3789,1.3819,0.003,3.5091,3.4763,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.25,13.5,0.2,0.1,2.5,1.6,1.3722,1.3751,0.0029,7.5979,8.1166,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.74,1.25,13.5,0.2,0.1,2.5,1.7,1.3658,1.3686,0.0028,15.335,17.449,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,12.5,0.25,0.15,2.5,0.6,1.4233,1.425,0.0017,0.000033626,0.000046143,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,12.5,0.25,0.15,2.5,0.7,1.4108,1.4131,0.0023,0.0014242,0.066436,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,12.5,0.25,0.15,2.5,0.8,1.3984,1.4014,0.003,0.018744,0.001776,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,12.5,0.25,0.15,2.5,0.9,1.3862,1.3899,0.0037,0.011296,0.0043208,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,12.5,0.25,0.15,2.5,1,1.3745,1.3786,0.0041,0.033211,0.035706,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,12.5,0.25,0.15,2.5,1.1,1.3633,1.3678,0.0045,0.34189,62.025,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,12.5,0.25,0.15,2.5,1.2,1.3527,1.3574,0.0047,15.813,0.64843,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,12.5,0.25,0.15,2.5,1.3,1.3426,1.3475,0.0049,2.467,0.88623,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,12.5,0.25,0.15,2.5,1.4,1.3332,1.338,0.0048,3.1936,1.7488,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,12.5,0.25,0.15,2.5,1.5,1.3244,1.3292,0.0048,5.4281,3.6165,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,12.5,0.25,0.15,2.5,1.6,1.3163,1.3208,0.0045,9.5141,7.211,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,13,0.2,0.1,2.5,0.6,1.4309,1.4326,0.0017,3.92E-04,4.98E-05,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,13,0.2,0.1,2.5,0.7,1.4202,1.4226,0.0024,2.91E-04,4.54E-05,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,13,0.2,0.1,2.5,0.8,1.4095,1.4125,0.003,4.79E-04,1.38E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,13,0.2,0.1,2.5,0.9,1.3988,1.4023,0.0035,0.0013364,0.0025213,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,13,0.2,0.1,2.5,1,1.3881,1.3921,0.004,0.0054067,0.0050874,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,13,0.2,0.1,2.5,1.1,1.3777,1.382,0.0043,0.070157,0.022776,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,13,0.2,0.1,2.5,1.2,1.3674,1.3719,0.0045,0.10722,0.034799,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,13,0.2,0.1,2.5,1.3,1.3574,1.362,0.0046,0.17959,0.09215,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,13,0.2,0.1,2.5,1.4,1.3478,1.3524,0.0046,0.41459,0.25093,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,13,0.2,0.1,2.5,1.5,1.3386,1.343,0.0044,0.98709,0.76939,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,13,0.2,0.1,2.5,1.6,1.3298,1.3341,0.0043,2.9657,4.4448,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.1,13,0.2,0.1,2.5,1.7,1.3215,1.3255,0.004,27.734,485.12,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.25,13.5,0.2,0.1,2.5,0.6,1.4452,1.4461,0.0009,2.22E-04,2.28E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.25,13.5,0.2,0.1,2.5,0.7,1.4377,1.4391,0.0014,0.0017474,0.055914,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.25,13.5,0.2,0.1,2.5,0.8,1.4301,1.4318,0.0017,2.8748,0.0055046,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.25,13.5,0.2,0.1,2.5,0.9,1.4224,1.4245,0.0021,0.024601,0.007014,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.25,13.5,0.2,0.1,2.5,1,1.4146,1.417,0.0024,0.033753,0.016698,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.25,13.5,0.2,0.1,2.5,1.1,1.4069,1.4096,0.0027,0.074951,0.047195,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.25,13.5,0.2,0.1,2.5,1.2,1.3992,1.4021,0.0029,0.18917,0.13866,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.25,13.5,0.2,0.1,2.5,1.3,1.3917,1.3947,0.003,0.48618,0.40025,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.25,13.5,0.2,0.1,2.5,1.4,1.3844,1.3875,0.0031,1.214,1.1022,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.25,13.5,0.2,0.1,2.5,1.5,1.3773,1.3804,0.0031,2.8779,2.8473,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.25,13.5,0.2,0.1,2.5,1.6,1.3705,1.3735,0.003,6.3979,6.8286,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.75,1.25,13.5,0.2,0.1,2.5,1.7,1.3639,1.3668,0.0029,13.249,15.079,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,12.5,0.25,0.15,2.5,0.6,1.4223,1.4241,0.0018,8.76E-06,0.000020281,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,12.5,0.25,0.15,2.5,0.7,1.4096,1.4121,0.0025,0.00059092,2.7922,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,12.5,0.25,0.15,2.5,0.8,1.397,1.4001,0.0031,0.016436,0.0011457,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,12.5,0.25,0.15,2.5,0.9,1.3846,1.3884,0.0038,0.0076158,0.0027446,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,12.5,0.25,0.15,2.5,1,1.3727,1.377,0.0043,0.022103,0.02245,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,12.5,0.25,0.15,2.5,1.1,1.3613,1.3713,0.01,0.21584,0.31611,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,12.5,0.25,0.15,2.5,1.2,1.3504,1.3553,0.0049,18.892,0.49781,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,12.5,0.25,0.15,2.5,1.3,1.3402,1.3452,0.005,2.008,0.68757,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,12.5,0.25,0.15,2.5,1.4,1.3305,1.3355,0.005,2.6062,1.397,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,12.5,0.25,0.15,2.5,1.5,1.3215,1.3264,0.0049,4.5351,2.9795,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,12.5,0.25,0.15,2.5,1.6,1.3132,1.3179,0.0047,8.1617,6.12,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,13,0.2,0.1,2.5,0.6,1.4301,1.4319,0.0018,9.14E-05,3.47E-05,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,13,0.2,0.1,2.5,0.7,1.4193,1.4217,0.0024,0.18018,6.49E-05,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,13,0.2,0.1,2.5,0.8,1.4084,1.4115,0.0031,3.00E-04,8.31E-05,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,13,0.2,0.1,2.5,0.9,1.3975,1.4011,0.0036,9.57E-04,3.60E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,13,0.2,0.1,2.5,1,1.3867,1.3908,0.0041,0.0036391,0.0026647,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,13,0.2,0.1,2.5,1.1,1.3761,1.3805,0.0044,0.030728,0.022341,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,13,0.2,0.1,2.5,1.2,1.3656,1.3702,0.0046,0.099034,0.026772,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,13,0.2,0.1,2.5,1.3,1.3554,1.3601,0.0047,0.14288,0.071484,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,13,0.2,0.1,2.5,1.4,1.3456,1.3502,0.0046,0.33259,0.19733,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,13,0.2,0.1,2.5,1.5,1.3361,1.3407,0.0046,0.79638,0.59016,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,13,0.2,0.1,2.5,1.6,1.3271,1.33E+00,0.0029,2.2518,2.882,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.1,13,0.2,0.1,2.5,1.7,1.3186,1.3227,0.0041,15.199,102.2,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.25,13.5,0.2,0.1,2.5,0.7,1.4372,1.4386,0.0014,0.0010259,0.023661,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.25,13.5,0.2,0.1,2.5,0.8,1.4294,1.4312,0.0018,38.436,0.0037255,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.25,13.5,0.2,0.1,2.5,0.9,1.4216,1.4237,0.0021,0.017421,0.0047852,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.25,13.5,0.2,0.1,2.5,1,1.4137,1.4162,0.0025,0.02398,0.011728,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.25,13.5,0.2,0.1,2.5,1.1,1.4059,1.4086,0.0027,0.054609,0.034214,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.25,13.5,0.2,0.1,2.5,1.2,1.3981,1.401,0.0029,0.14184,0.10369,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.25,13.5,0.2,0.1,2.5,1.3,1.3904,1.3935,0.0031,0.37534,0.3085,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.25,13.5,0.2,0.1,2.5,1.4,1.383,1.3861,0.0031,0.96438,0.87457,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.25,13.5,0.2,0.1,2.5,1.5,1.3757,1.3788,0.0031,2.3502,2.3238,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.25,13.5,0.2,0.1,2.5,1.6,1.3687,1.3718,0.0031,5.367,5.7265,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.76,1.25,13.5,0.2,0.1,2.5,1.7,1.3619,1.3649,0.003,11.4,12.982,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,12.5,0.25,0.15,2.5,0.6,1.4213,1.4232,0.0019,9.81E-06,6.68E-06,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,12.5,0.25,0.15,2.5,0.7,1.4084,1.411,0.0026,0.00024934,0.012982,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,12.5,0.25,0.15,2.5,0.8,1.3956,1.3988,0.0032,0.015777,0.00073639,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,12.5,0.25,0.15,2.5,0.9,1.383,1.3869,0.0039,0.0051166,0.0017349,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,12.5,0.25,0.15,2.5,1,1.3709,1.3753,0.0044,0.014687,0.014147,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,12.5,0.25,0.15,2.5,1.1,1.3593,1.3641,0.0048,0.13785,135.25,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,12.5,0.25,0.15,2.5,1.2,1.3482,1.3533,0.0051,24.684,0.37905,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,12.5,0.25,0.15,2.5,1.3,1.3377,1.3429,0.0052,1.6235,0.53082,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,12.5,0.25,0.15,2.5,1.4,1.3278,1.333,0.0052,2.1159,1.1113,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,12.5,0.25,0.15,2.5,1.5,1.3186,1.3237,0.0051,3.7735,2.4464,0.00E+00,0.00E+00,,,0.75,1.1,12.5,0.25,0.15,2.5,1.5,1.3244,1.3292,0.0048,5.4281,3.6165,
0.77,1.1,12.5,0.25,0.15,2.5,1.6,1.31,1.3149,0.0049,6.9756,5.1776,0.00E+00,0.00E+00,,,0.67,1,12,0.2,0.1,2.5,0.9,1.3873,1.3915,0.0042,0.009798,0.0043057,
0.77,1,12.5,0.2,0.1,2.5,0.6,1.4124,1.4154,0.003,2.15E-07,3.80E-07,0.00E+00,0.00E+00,,,0.69,1,12.5,0.2,0.1,2.5,1.2,1.3493,1.3546,0.0053,2.2987,0.69572,
0.77,1,12.5,0.2,0.1,2.5,0.7,1.398,1.402,0.004,1.38E-06,6.43E-07,0.00E+00,0.00E+00,,,0.7,1.25,13.5,0.2,0.1,2.5,0.9,1.4261,1.428,0.0019,0.1215,0.042249,
0.77,1,12.5,0.2,0.1,2.5,0.8,1.3837,1.3886,0.0049,4.59E-05,9.63E-06,0.00E+00,0.00E+00,,,0.71,1.1,13,0.2,0.1,2.5,1.4,1.3566,1.3607,0.0041,1.009,0.68356,
0.77,1,12.5,0.2,0.1,2.5,0.9,1.3697,1.3753,0.0056,2.77E-04,5.55E-04,0.00E+00,0.00E+00,,,0.77,1,12.5,0.2,0.1,2.5,0.8,1.3837,1.3886,0.0049,4.59E-05,9.63E-06,
0.77,1,12.5,0.2,0.1,2.5,1,1.3558,1.3619,0.0061,0.010586,0.3735,0.00E+00,0.00E+00,,,0.74,1.25,13.5,0.2,0.1,2.5,0.6,1.4456,1.4465,0.0009,3.62E-04,3.84E-04,
0.77,1,12.5,0.2,0.1,2.5,1.1,1.3423,1.3487,0.0064,5.7722,0.10025,0.00E+00,0.00E+00,,,0.79,1.25,13.5,0.2,0.1,2.5,0.7,1.4355,1.437,0.0015,2.06E-04,0.0026074,
0.77,1,12.5,0.2,0.1,2.5,1.2,1.3291,1.3357,0.0066,0.94191,0.13868,0.00E+00,0.00E+00,,,0.81,1.25,13.7,0.2,0.1,2.5,0.7,1.4344,1.4359,0.0015,1.31E-04,2.64E-05,
0.77,1,12.5,0.2,0.1,2.5,1.3,1.3164,1.3229,0.0065,1.0101,0.30445,0.00E+00,0.00E+00,,,0.72,1.1,13,0.2,0.1,2.5,1.6,1.3378,1.3417,0.0039,8.6092,28.678,
